id,Body Mass (g)
0,4328.839772538835
1,5695.97080141638
2,3603.741037767565
3,3400.543069021034
4,3364.8450609781585
5,4125.829090513365
6,4529.675027471689
7,5268.832164372678
8,4701.706534927489
9,4015.2735437836654
10,4251.988873591574
11,4576.824479542989
12,4649.080893712826
13,4688.542717968168
14,5161.061026528681
15,5308.366688963289
16,4245.756209434272
17,3988.350545002302
18,3431.7044776883013
19,3658.3532438279917
20,4170.875034845321
21,5539.901651291648
22,5448.2230776319975
23,4109.541229402254
24,3454.087765105958
25,4560.652652023109
26,3394.660134556066
27,4262.870348128099
28,4093.11542602503
29,4760.001721948696
30,3549.663119533924
31,4721.674245612701
32,3581.3005038275123
33,4879.157889344113
34,3969.61435457075
35,3265.65664001032
36,4606.903323613264
37,3576.5933306841735
38,4016.9839713378365
39,4658.978336765424
40,4251.188790885189
41,3484.104004544265
42,4118.000140663415
43,5400.427334291064
44,3682.531282803358
45,4722.807806682775
46,3439.2519055452312
47,4265.444053596955
48,4726.433924035749
49,5600.749027124942
50,3660.4564268859294
51,4129.101769253912
52,3469.3805696741774
53,4062.92670179029
54,4269.530463706121
55,4358.987530880916
56,4727.150434758572
57,4072.9593718078104
58,4715.777270305027
59,3584.1018479097784
60,4134.694737721627
61,3463.5059757648123
62,3977.957002921138
63,5514.204411064099
64,3483.884175437833
65,4279.565745347583
66,4197.630790189545
67,4624.437315751159
68,3928.7020459211903
69,3870.933672329662
70,4728.1011777484455
71,3285.987549834501
72,3520.8558945894906
73,3527.9463168224474
74,5445.189835468953
75,4231.587743591312
76,3358.6979678487814
77,3929.605515384713
78,5395.849390419769
79,4664.420513413737
80,4221.472652202177
81,3419.3451508296753
82,4212.212964360656
83,4728.311684892359
84,5243.414676197719
85,4245.391994006462
86,5349.574580004481
87,4428.308752630679
88,3534.4080406024336
89,5215.913855350394
90,4538.644438511874
91,3684.6699114243374
92,3584.4321445143933
93,3568.266862879156
94,3355.4073181485555
95,3575.061050939974
96,3446.8671412053914
97,3394.036013627754
98,4719.1411517234355
99,4310.0275859210815
100,3600.316599535983
101,3316.9243126560377
102,3247.610122424452
103,5358.360885415798
104,5857.283178032289
105,3340.2714956671525
106,5366.583764436833
107,5383.3013312628555
108,4004.014980000872
109,3291.941937995719
110,4501.342739554797
111,3261.440097644484
112,4156.683823464826
113,4023.049914406626
114,5228.193709208079
115,3800.6603753195964
116,3574.045155137287
117,3541.4445134592725
118,4489.98016065305
119,4052.6270331905675
120,4035.643158596339
121,5327.391444772456
122,3366.3982481576713
123,4376.853630709622
124,4046.78642277436
125,4203.723918914021
126,5245.820089497805
127,4141.2652808715375
128,3432.692216552706
129,3834.1768096681735
130,4228.138062781341
131,4045.499898741183
132,5366.973300533053
133,5294.9491845951325
134,5311.408432434409
135,3972.905597500796
136,3474.919291158404
137,3465.7772574061382
138,4585.829895764056
139,3586.7294736729473
140,4062.5053366921343
141,4511.020414804412
142,3177.1347756715204
143,3457.479489523912
144,4294.582304398729
145,3460.653159082536
146,4614.05869677874
147,3541.710648719094
148,5458.801684317885
149,4262.695830903704
150,5349.096358467077
151,3485.0980388018575
152,4835.971102616308
153,5376.783134947673
154,4341.325915544168
155,5637.13248697184
156,3576.5503873375774
157,4043.4129795846948
158,3510.113707241777
159,3431.5659465972544
160,4185.129013790497
161,3499.090844053475
162,3406.5260215918597
163,3261.0332826893473
164,5344.664928004708
165,3341.19105499693
166,5451.80752915513
167,4732.951672428286
168,4083.893457221849
169,3809.6063527799415
170,5579.952298058037
171,3534.4243806754293
172,5357.067052133422
173,3326.630252341889
174,3494.352395795433
175,4161.236381521576
176,4153.5232856859575
177,4580.765490113894
178,5398.113235930263
179,3453.7608476026694
180,4073.6911734958035
181,4276.985946325762
182,3952.1381401738827
183,4368.327762133147
184,4517.846015480774
185,4330.934350820991
186,4873.911909663366
187,5307.874592664912
188,3445.8256606190316
189,3101.489947093144
190,4365.5916400603555
191,3574.442892668354
192,3514.515495636564
193,4180.280921051096
194,4887.563822997976
195,5468.847322817909
196,4307.500564507429
197,5293.43063927291
198,3412.9840016228827
199,3452.9084902194777
200,3978.0369106341986
201,4627.375027831593
202,3955.7107539720237
203,4688.774358524184
204,4338.901663911634
205,3327.038268225728
206,3428.6957178602524
207,4150.819053789344
208,4819.593977628903
209,4754.687010916922
210,3320.2480005081807
211,3408.532224238041
212,3398.565850934361
213,3697.6070727605083
214,3675.1337381933135
215,4024.296181590191
216,5430.688440503147
217,3733.256424499081
218,4120.48664533432
219,4025.8088020743157
220,3565.977784361884
221,3498.7341629865045
222,4633.873138874845
223,4103.039343859799
224,4749.447428078382
225,4664.613448207889
226,4072.526871115245
227,4124.257623418172
